date,region,blood_group,demand_units,supply_units,shortage_risk
2024-03-17,South,O-,33,6,High
2024-03-17,East,A+,17,12,Medium
2024-03-17,East,A-,8,17,Low
2024-03-17,East,B+,16,5,High
2024-03-17,East,B-,35,19,High
2024-03-17,East,AB+,15,32,Low
2024-03-17,East,AB-,32,10,High
2024-03-17,East,O+,36,5,High
2024-03-17,East,O-,33,25,Medium
2024-03-17,West,A+,40,34,Medium
2024-03-17,West,A-,34,34,Low
2024-03-17,West,B+,12,12,Low
2024-03-17,West,B-,12,25,Low
2024-03-17,West,AB+,10,16,Low
2024-03-17,West,AB-,23,14,High
2024-03-17,West,O+,15,35,Low
2024-03-17,West,O-,22,39,Low
2024-03-17,Central,A+,18,40,Low
2024-03-17,Central,A-,5,36,Low
2024-03-17,Central,B+,16,29,Low
2024-03-17,Central,B-,9,18,Low
2024-03-17,Central,AB+,36,9,High
2024-03-17,Central,AB-,26,4,High
2024-03-17,Central,O+,23,10,High
2024-03-17,Central,O-,30,26,Medium
2024-03-18,North,A+,11,23,Low
2024-03-18,North,A-,14,4,High
2024-03-18,North,B+,10,32,Low
2024-03-18,North,B-,35,32,Medium
2024-03-18,North,AB+,22,41,Low
2024-03-18,North,AB-,5,24,Low
2024-03-18,North,O+,7,44,Low
2024-03-18,North,O-,33,23,High
2024-03-18,South,A+,13,16,Low
2024-03-18,South,A-,8,44,Low
2024-03-18,South,B+,23,23,Low
2024-03-18,South,B-,8,7,Medium
2024-03-18,South,AB+,40,41,Low
2024-03-18,South,AB-,29,8,High
2024-03-18,South,O+,30,19,High
2024-03-18,South,O-,16,18,Low
2024-03-18,East,A+,30,8,High
2024-03-18,East,A-,6,16,Low
2024-03-18,East,B+,15,27,Low
2024-03-18,East,B-,30,21,Medium
2024-03-18,East,AB+,14,10,Medium
2024-03-18,East,AB-,24,34,Low
2024-03-18,East,O+,32,22,High
2024-03-18,East,O-,13,25,Low
2024-03-18,West,A+,11,26,Low
2024-03-18,West,A-,37,15,High
2024-03-18,West,B+,36,31,Medium
2024-03-18,West,B-,29,33,Low
2024-03-18,West,AB+,22,39,Low
2024-03-18,West,AB-,32,8,High
2024-03-18,West,O+,32,26,Medium
2024-03-18,West,O-,16,30,Low
2024-03-18,Central,A+,32,8,High
2024-03-18,Central,A-,7,35,Low
2024-03-18,Central,B+,26,32,Low
2024-03-18,Central,B-,19,44,Low
2024-03-18,Central,AB+,14,34,Low
2024-03-18,Central,AB-,38,43,Low
2024-03-18,Central,O+,38,8,High
2024-03-18,Central,O-,23,32,Low
2024-03-19,North,A+,32,8,High
2024-03-19,North,A-,35,22,High
2024-03-19,North,B+,14,11,Medium
2024-03-19,North,B-,24,18,Medium
2024-03-19,North,AB+,38,30,Medium
2024-03-19,North,AB-,23,39,Low
2024-03-19,North,O+,8,38,Low
2024-03-19,North,O-,9,5,High
2024-03-19,South,A+,37,9,High
2024-03-19,South,A-,37,30,Medium
2024-03-19,South,B+,31,9,High
2024-03-19,South,B-,34,45,Low
2024-03-19,South,AB+,21,25,Low
2024-03-19,South,AB-,21,40,Low
2024-03-19,South,O+,10,35,Low
2024-03-19,South,O-,6,10,Low
2024-03-19,East,A+,34,14,High
2024-03-19,East,A-,16,28,Low
2024-03-19,East,B+,7,8,Low
2024-03-19,East,B-,31,22,Medium
2024-03-19,East,AB+,25,40,Low
2024-03-19,East,AB-,34,45,Low
2024-03-19,East,O+,33,42,Low
2024-03-19,East,O-,21,24,Low
2024-03-19,West,A+,16,16,Low
2024-03-19,West,A-,16,8,High
2024-03-19,West,B+,21,9,High
2024-03-19,West,B-,32,37,Low
2024-03-19,West,AB+,6,3,High
2024-03-19,West,AB-,30,10,High
2024-03-19,West,O+,5,13,Low
2024-03-19,West,O-,35,32,Medium
2024-03-19,Central,A+,30,45,Low
2024-03-19,Central,A-,36,22,High
2024-03-19,Central,B+,28,28,Low
2024-03-19,Central,B-,24,8,High
2024-03-19,Central,AB+,13,11,Medium
2024-03-19,Central,AB-,5,15,Low
2024-03-19,Central,O+,12,4,High
2024-03-19,Central,O-,17,4,High
2024-03-20,North,A+,18,33,Low
2024-03-20,North,A-,14,44,Low
2024-03-20,North,B+,20,30,Low
2024-03-20,North,B-,39,15,High
2024-03-20,North,AB+,10,22,Low
2024-03-20,North,AB-,34,12,High
2024-03-20,North,O+,35,30,Medium
2024-03-20,North,O-,6,10,Low
2024-03-20,South,A+,15,12,Medium
2024-03-20,South,A-,33,34,Low
2024-03-20,South,B+,35,4,High
2024-03-20,South,B-,33,40,Low
2024-03-20,South,AB+,20,15,Medium
2024-03-20,South,AB-,23,39,Low
2024-03-20,South,O+,30,6,High
2024-03-20,South,O-,26,3,High
2024-03-20,East,A+,11,43,Low
2024-03-20,East,A-,32,29,Medium
2024-03-20,East,B+,36,40,Low
2024-03-20,East,B-,40,21,High
2024-03-20,East,AB+,7,34,Low
2024-03-20,East,AB-,30,34,Low
2024-03-20,East,O+,37,40,Low
2024-03-20,East,O-,36,17,High
2024-03-20,West,A+,8,36,Low
2024-03-20,West,A-,6,30,Low
2024-03-20,West,B+,25,38,Low
2024-03-20,West,B-,9,20,Low
2024-03-20,West,AB+,31,33,Low
2024-03-20,West,AB-,12,34,Low
2024-03-20,West,O+,27,31,Low
2024-03-20,West,O-,32,4,High
2024-03-20,Central,A+,15,21,Low
2024-03-20,Central,A-,17,33,Low
2024-03-20,Central,B+,27,31,Low
2024-03-20,Central,B-,19,35,Low
2024-03-20,Central,AB+,19,40,Low
2024-03-20,Central,AB-,26,41,Low
2024-03-20,Central,O+,34,11,High
2024-03-20,Central,O-,23,27,Low
2024-03-21,North,A+,31,44,Low
2024-03-21,North,A-,28,33,Low
2024-03-21,North,B+,15,42,Low
2024-03-21,North,B-,18,21,Low
2024-03-21,North,AB+,10,45,Low
2024-03-21,North,AB-,35,11,High
2024-03-21,North,O+,16,15,Medium
2024-03-21,North,O-,15,41,Low
2024-03-21,South,A+,36,9,High
2024-03-21,South,A-,31,34,Low
2024-03-21,South,B+,24,18,Medium
2024-03-21,South,B-,18,38,Low
2024-03-21,South,AB+,8,4,High
2024-03-21,South,AB-,27,19,Medium
2024-03-21,South,O+,27,13,High
2024-03-21,South,O-,16,35,Low
2024-03-21,East,A+,7,7,Low
2024-03-21,East,A-,26,30,Low
2024-03-21,East,B+,12,42,Low
2024-03-21,East,B-,19,10,High
2024-03-21,East,AB+,40,17,High
2024-03-21,East,AB-,36,19,High
2024-03-21,East,O+,26,25,Medium
2024-03-21,East,O-,7,38,Low
2024-03-21,West,A+,22,12,High
2024-03-21,West,A-,37,41,Low
2024-03-21,West,B+,11,6,High
2024-03-21,West,B-,33,32,Medium
2024-03-21,West,AB+,12,9,Medium
2024-03-21,West,AB-,11,38,Low
2024-03-21,West,O+,7,35,Low
2024-03-21,West,O-,11,13,Low
2024-03-21,Central,A+,12,16,Low
2024-03-21,Central,A-,28,13,High
2024-03-21,Central,B+,23,31,Low
2024-03-21,Central,B-,37,34,Medium
2024-03-21,Central,AB+,11,12,Low
2024-03-21,Central,AB-,28,24,Medium
2024-03-21,Central,O+,13,10,Medium
2024-03-21,Central,O-,17,31,Low
2024-03-22,North,A+,31,3,High
2024-03-22,North,A-,20,33,Low
2024-03-22,North,B+,26,21,Medium
2024-03-22,North,B-,37,13,High
2024-03-22,North,AB+,10,20,Low
2024-03-22,North,AB-,28,29,Low
2024-03-22,North,O+,28,43,Low
2024-03-22,North,O-,20,12,High
2024-03-22,South,A+,38,29,Medium
2024-03-22,South,A-,19,11,High
2024-03-22,South,B+,32,29,Medium
2024-03-22,South,B-,31,32,Low
2024-03-22,South,AB+,38,26,High
2024-03-22,South,AB-,6,31,Low
2024-03-22,South,O+,14,3,High
2024-03-22,South,O-,38,7,High
2024-03-22,East,A+,10,24,Low
2024-03-22,East,A-,25,28,Low
2024-03-22,East,B+,15,30,Low
2024-03-22,East,B-,8,28,Low
2024-03-22,East,AB+,7,45,Low
2024-03-22,East,AB-,14,39,Low
2024-03-22,East,O+,8,43,Low
2024-03-22,East,O-,38,21,High
2024-03-22,West,A+,31,28,Medium
2024-03-22,West,A-,40,22,High
2024-03-22,West,B+,25,25,Low
2024-03-22,West,B-,5,20,Low
2024-03-22,West,AB+,38,42,Low
2024-03-22,West,AB-,14,28,Low
2024-03-22,West,O+,33,44,Low
2024-03-22,West,O-,18,37,Low
2024-03-22,Central,A+,33,25,Medium
2024-03-22,Central,A-,30,15,High
2024-03-22,Central,B+,24,8,High
2024-03-22,Central,B-,7,37,Low
2024-03-22,Central,AB+,26,27,Low
2024-03-22,Central,AB-,13,36,Low
2024-03-22,Central,O+,39,21,High
2024-03-22,Central,O-,18,8,High
2024-03-23,North,A+,37,38,Low
2024-03-23,North,A-,24,36,Low
2024-03-23,North,B+,26,43,Low
2024-03-23,North,B-,15,4,High
2024-03-23,North,AB+,6,37,Low
2024-03-23,North,AB-,21,18,Medium
2024-03-23,North,O+,24,30,Low
2024-03-23,North,O-,37,10,High
2024-03-23,South,A+,8,26,Low
2024-03-23,South,A-,21,43,Low
2024-03-23,South,B+,37,25,High
2024-03-23,South,B-,12,6,High
2024-03-23,South,AB+,12,31,Low
2024-03-23,South,AB-,24,39,Low
2024-03-23,South,O+,5,32,Low
2024-03-23,South,O-,26,18,High
2024-03-23,East,A+,39,41,Low
2024-03-23,East,A-,19,25,Low
2024-03-23,East,B+,24,21,Medium
2024-03-23,East,B-,13,27,Low
2024-03-23,East,AB+,38,18,High
2024-03-23,East,AB-,11,23,Low
2024-03-23,East,O+,38,40,Low
2024-03-23,East,O-,17,26,Low
2024-03-23,West,A+,34,9,High
2024-03-23,West,A-,14,30,Low
2024-03-23,West,B+,31,8,High
2024-03-23,West,B-,10,6,High
2024-03-23,West,AB+,32,11,High
2024-03-23,West,AB-,35,16,High
2024-03-23,West,O+,33,7,High
2024-03-23,West,O-,28,36,Low
2024-03-23,Central,A+,30,40,Low
2024-03-23,Central,A-,40,36,Medium
2024-03-23,Central,B+,30,19,High
2024-03-23,Central,B-,36,43,Low
2024-03-23,Central,AB+,32,31,Medium
2024-03-23,Central,AB-,36,29,Medium
2024-03-23,Central,O+,15,12,Medium
2024-03-23,Central,O-,37,11,High
2024-03-24,North,A+,36,32,Medium
2024-03-24,North,A-,13,35,Low
2024-03-24,North,B+,38,10,High
2024-03-24,North,B-,18,32,Low
2024-03-24,North,AB+,35,5,High
2024-03-24,North,AB-,15,38,Low
2024-03-24,North,O+,28,10,High
2024-03-24,North,O-,31,10,High
2024-03-24,South,A+,12,26,Low
2024-03-24,South,A-,23,5,High
2024-03-24,South,B+,38,12,High
2024-03-24,South,B-,12,26,Low
2024-03-24,South,AB+,24,26,Low
2024-03-24,South,AB-,24,21,Medium
2024-03-24,South,O+,36,4,High
2024-03-24,South,O-,14,12,Medium
2024-03-24,East,A+,31,6,High
2024-03-24,East,A-,24,21,Medium
2024-03-24,East,B+,18,14,Medium
2024-03-24,East,B-,36,3,High
2024-03-24,East,AB+,12,38,Low
2024-03-24,East,AB-,27,7,High
2024-03-24,East,O+,7,29,Low
2024-03-24,East,O-,35,39,Low
2024-03-24,West,A+,24,39,Low
2024-03-24,West,A-,33,24,Medium
2024-03-24,West,B+,29,33,Low
2024-03-24,West,B-,13,11,Medium
2024-03-24,West,AB+,37,43,Low
2024-03-24,West,AB-,34,31,Medium
2024-03-24,West,O+,33,12,High
2024-03-24,West,O-,25,8,High
2024-03-24,Central,A+,31,27,Medium
2024-03-24,Central,A-,19,28,Low
2024-03-24,Central,B+,26,37,Low
2024-03-24,Central,B-,7,45,Low
2024-03-24,Central,AB+,33,20,High
2024-03-24,Central,AB-,10,13,Low
2024-03-24,Central,O+,6,39,Low
2024-03-24,Central,O-,24,38,Low
2024-03-25,North,A+,12,44,Low
2024-03-25,North,A-,40,8,High
2024-03-25,North,B+,17,42,Low
2024-03-25,North,B-,39,39,Low
2024-03-25,North,AB+,8,39,Low
2024-03-25,North,AB-,38,15,High
2024-03-25,North,O+,35,35,Low
2024-03-25,North,O-,6,10,Low
2024-03-25,South,A+,39,14,High
2024-03-25,South,A-,6,20,Low
2024-03-25,South,B+,18,18,Low
2024-03-25,South,B-,33,8,High
2024-03-25,South,AB+,39,41,Low
2024-03-25,South,AB-,25,28,Low
2024-03-25,South,O+,7,34,Low
2024-03-25,South,O-,6,24,Low
2024-03-25,East,A+,32,14,High
2024-03-25,East,A-,31,4,High
2024-03-25,East,B+,38,23,High
2024-03-25,East,B-,29,19,High
2024-03-25,East,AB+,10,10,Low
2024-03-25,East,AB-,11,37,Low
2024-03-25,East,O+,15,21,Low
2024-03-25,East,O-,14,14,Low
2024-03-25,West,A+,21,8,High
2024-03-25,West,A-,14,22,Low
2024-03-25,West,B+,31,13,High
2024-03-25,West,B-,8,42,Low
2024-03-25,West,AB+,25,14,High
2024-03-25,West,AB-,6,6,Low
2024-03-25,West,O+,24,27,Low
2024-03-25,West,O-,11,23,Low
2024-03-25,Central,A+,14,29,Low
2024-03-25,Central,A-,25,19,Medium
2024-03-25,Central,B+,29,10,High
2024-03-25,Central,B-,8,15,Low
2024-03-25,Central,AB+,20,41,Low
2024-03-25,Central,AB-,20,34,Low
2024-03-25,Central,O+,37,35,Medium
2024-03-25,Central,O-,29,10,High
2024-03-26,North,A+,22,6,High
2024-03-26,North,A-,25,32,Low
2024-03-26,North,B+,40,29,Medium
2024-03-26,North,B-,9,33,Low
2024-03-26,North,AB+,6,29,Low
2024-03-26,North,AB-,19,4,High
2024-03-26,North,O+,22,38,Low
2024-03-26,North,O-,11,18,Low
2024-03-26,South,A+,40,44,Low
2024-03-26,South,A-,13,22,Low
2024-03-26,South,B+,31,31,Low
2024-03-26,South,B-,10,43,Low
2024-03-26,South,AB+,37,16,High
2024-03-26,South,AB-,14,26,Low
2024-03-26,South,O+,39,13,High
2024-03-26,South,O-,20,37,Low
2024-03-26,East,A+,32,38,Low
2024-03-26,East,A-,33,5,High
2024-03-26,East,B+,5,32,Low
2024-03-26,East,B-,23,44,Low
2024-03-26,East,AB+,15,3,High
2024-03-26,East,AB-,8,33,Low
2024-03-26,East,O+,22,41,Low
2024-03-26,East,O-,21,27,Low
2024-03-26,West,A+,27,43,Low
2024-03-26,West,A-,18,40,Low
2024-03-26,West,B+,37,21,High
2024-03-26,West,B-,7,13,Low
2024-03-26,West,AB+,39,39,Low
2024-03-26,West,AB-,9,22,Low
2024-03-26,West,O+,10,28,Low
2024-03-26,West,O-,12,11,Medium
2024-03-26,Central,A+,40,20,High
2024-03-26,Central,A-,32,16,High
2024-03-26,Central,B+,37,23,High
2024-03-26,Central,B-,26,43,Low
2024-03-26,Central,AB+,21,31,Low
2024-03-26,Central,AB-,22,18,Medium
2024-03-26,Central,O+,25,24,Medium
2024-03-26,Central,O-,18,32,Low
2024-03-27,North,A+,26,4,High
2024-03-27,North,A-,13,44,Low
2024-03-27,North,B+,5,41,Low
2024-03-27,North,B-,35,3,High
2024-03-27,North,AB+,5,14,Low
2024-03-27,North,AB-,31,38,Low
2024-03-27,North,O+,36,28,Medium
2024-03-27,North,O-,39,8,High
2024-03-27,South,A+,9,37,Low
2024-03-27,South,A-,6,45,Low
2024-03-27,South,B+,33,10,High
2024-03-27,South,B-,27,27,Low
2024-03-27,South,AB+,27,27,Low
2024-03-27,South,AB-,16,3,High
2024-03-27,South,O+,12,32,Low
2024-03-27,South,O-,28,15,High
2024-03-27,East,A+,33,3,High
2024-03-27,East,A-,19,4,High
2024-03-27,East,B+,22,25,Low
2024-03-27,East,B-,17,8,High
2024-03-27,East,AB+,24,17,Medium
2024-03-27,East,AB-,19,34,Low
2024-03-27,East,O+,28,5,High
2024-03-27,East,O-,22,34,Low
2024-03-27,West,A+,18,3,High
2024-03-27,West,A-,17,43,Low
2024-03-27,West,B+,30,10,High
2024-03-27,West,B-,22,39,Low
2024-03-27,West,AB+,37,34,Medium
2024-03-27,West,AB-,15,38,Low
2024-03-27,West,O+,17,45,Low
2024-03-27,West,O-,16,7,High
2024-03-27,Central,A+,13,7,High
2024-03-27,Central,A-,13,19,Low
2024-03-27,Central,B+,19,36,Low
2024-03-27,Central,B-,22,15,High
2024-03-27,Central,AB+,6,37,Low
2024-03-27,Central,AB-,21,38,Low
2024-03-27,Central,O+,34,3,High
2024-03-27,Central,O-,32,44,Low
2024-03-28,North,A+,8,23,Low
2024-03-28,North,A-,32,29,Medium
2024-03-28,North,B+,22,10,High
2024-03-28,North,B-,38,32,Medium
2024-03-28,North,AB+,36,26,Medium
2024-03-28,North,AB-,38,5,High
2024-03-28,North,O+,19,6,High
2024-03-28,North,O-,22,29,Low
2024-03-28,South,A+,39,31,Medium
2024-03-28,South,A-,25,3,High
2024-03-28,South,B+,30,15,High
2024-03-28,South,B-,26,8,High
2024-03-28,South,AB+,6,17,Low
2024-03-28,South,AB-,32,7,High
2024-03-28,South,O+,20,15,Medium
2024-03-28,South,O-,15,24,Low
2024-03-28,East,A+,24,7,High
2024-03-28,East,A-,11,4,High
2024-03-28,East,B+,35,30,Medium
2024-03-28,East,B-,6,40,Low
2024-03-28,East,AB+,26,19,Medium
2024-03-28,East,AB-,20,9,High
2024-03-28,East,O+,35,18,High
2024-03-28,East,O-,26,6,High
2024-03-28,West,A+,26,36,Low
2024-03-28,West,A-,20,7,High
2024-03-28,West,B+,33,9,High
2024-03-28,West,B-,33,40,Low
2024-03-28,West,AB+,12,8,High
2024-03-28,West,AB-,8,5,High
2024-03-28,West,O+,29,23,Medium
2024-03-28,West,O-,9,11,Low
2024-03-28,Central,A+,8,31,Low
2024-03-28,Central,A-,8,22,Low
2024-03-28,Central,B+,32,7,High
2024-03-28,Central,B-,11,6,High
2024-03-28,Central,AB+,40,6,High
2024-03-28,Central,AB-,23,27,Low
2024-03-28,Central,O+,30,9,High
2024-03-28,Central,O-,31,17,High
2024-03-29,North,A+,5,32,Low
2024-03-29,North,A-,29,32,Low
2024-03-29,North,B+,32,42,Low
2024-03-29,North,B-,11,24,Low
2024-03-29,North,AB+,6,32,Low
2024-03-29,North,AB-,38,24,High
2024-03-29,North,O+,17,9,High
2024-03-29,North,O-,11,3,High
2024-03-29,South,A+,9,40,Low
2024-03-29,South,A-,17,39,Low
2024-03-29,South,B+,13,43,Low
2024-03-29,South,B-,37,19,High
2024-03-29,South,AB+,27,29,Low
2024-03-29,South,AB-,35,42,Low
2024-03-29,South,O+,33,14,High
2024-03-29,South,O-,20,11,High
2024-03-29,East,A+,7,6,Medium
2024-03-29,East,A-,13,22,Low
2024-03-29,East,B+,32,35,Low
2024-03-29,East,B-,27,22,Medium
2024-03-29,East,AB+,39,12,High
2024-03-29,East,AB-,14,33,Low
2024-03-29,East,O+,24,41,Low
2024-03-29,East,O-,26,21,Medium
2024-03-29,West,A+,28,3,High
2024-03-29,West,A-,38,40,Low
2024-03-29,West,B+,14,6,High
2024-03-29,West,B-,20,35,Low
2024-03-29,West,AB+,40,6,High
2024-03-29,West,AB-,32,25,Medium
2024-03-29,West,O+,17,15,Medium
2024-03-29,West,O-,17,7,High
2024-03-29,Central,A+,26,15,High
2024-03-29,Central,A-,35,32,Medium
2024-03-29,Central,B+,26,40,Low
2024-03-29,Central,B-,26,42,Low
2024-03-29,Central,AB+,24,29,Low
2024-03-29,Central,AB-,26,13,High
2024-03-29,Central,O+,11,32,Low
2024-03-29,Central,O-,7,34,Low
2024-03-30,North,A+,19,3,High
2024-03-30,North,A-,19,17,Medium
2024-03-30,North,B+,34,42,Low
2024-03-30,North,B-,18,18,Low
2024-03-30,North,AB+,35,24,High
2024-03-30,North,AB-,29,16,High
2024-03-30,North,O+,30,14,High
2024-03-30,North,O-,5,26,Low
2024-03-30,South,A+,5,7,Low
2024-03-30,South,A-,27,4,High
2024-03-30,South,B+,40,10,High
2024-03-30,South,B-,14,21,Low
2024-03-30,South,AB+,33,15,High
2024-03-30,South,AB-,28,5,High
2024-03-30,South,O+,6,15,Low
2024-03-30,South,O-,17,21,Low
2024-03-30,East,A+,16,17,Low
2024-03-30,East,A-,21,14,High
2024-03-30,East,B+,26,38,Low
2024-03-30,East,B-,20,14,Medium
2024-03-30,East,AB+,17,4,High
2024-03-30,East,AB-,16,19,Low
2024-03-30,East,O+,11,4,High
2024-03-30,East,O-,13,27,Low
2024-03-30,West,A+,12,24,Low
2024-03-30,West,A-,18,22,Low
2024-03-30,West,B+,34,18,High
2024-03-30,West,B-,28,26,Medium
2024-03-30,West,AB+,15,36,Low
2024-03-30,West,AB-,32,7,High
2024-03-30,West,O+,12,12,Low
2024-03-30,West,O-,13,15,Low
2024-03-30,Central,A+,17,37,Low
2024-03-30,Central,A-,29,26,Medium
2024-03-30,Central,B+,25,41,Low
2024-03-30,Central,B-,32,43,Low
2024-03-30,Central,AB+,20,5,High
2024-03-30,Central,AB-,17,37,Low
2024-03-30,Central,O+,23,12,High
2024-03-30,Central,O-,25,18,Medium
2024-03-31,North,A+,8,43,Low
2024-03-31,North,A-,22,11,High
2024-03-31,North,B+,37,40,Low
2024-03-31,North,B-,36,16,High
2024-03-31,North,AB+,10,33,Low
2024-03-31,North,AB-,9,13,Low
2024-03-31,North,O+,37,27,Medium
2024-03-31,North,O-,37,26,Medium
2024-03-31,South,A+,36,36,Low
2024-03-31,South,A-,34,14,High
2024-03-31,South,B+,25,26,Low
2024-03-31,South,B-,38,33,Medium
2024-03-31,South,AB+,36,33,Medium
2024-03-31,South,AB-,22,40,Low
2024-03-31,South,O+,30,43,Low
2024-03-31,South,O-,7,16,Low
2024-03-31,East,A+,19,15,Medium
2024-03-31,East,A-,33,18,High
2024-03-31,East,B+,30,16,High
2024-03-31,East,B-,24,30,Low
2024-03-31,East,AB+,29,39,Low
2024-03-31,East,AB-,15,26,Low
2024-03-31,East,O+,21,38,Low
2024-03-31,East,O-,10,11,Low
2024-03-31,West,A+,10,21,Low
2024-03-31,West,A-,33,36,Low
2024-03-31,West,B+,27,17,High
2024-03-31,West,B-,7,32,Low
2024-03-31,West,AB+,37,42,Low
2024-03-31,West,AB-,26,30,Low
2024-03-31,West,O+,33,32,Medium
2024-03-31,West,O-,32,29,Medium
2024-03-31,Central,A+,28,34,Low
2024-03-31,Central,A-,25,20,Medium
2024-03-31,Central,B+,29,4,High
2024-03-31,Central,B-,16,31,Low
2024-03-31,Central,AB+,19,19,Low
2024-03-31,Central,AB-,9,25,Low
2024-03-31,Central,O+,10,21,Low
2024-03-31,Central,O-,37,35,Medium
2024-04-01,North,A+,39,44,Low
2024-04-01,North,A-,10,20,Low
2024-04-01,North,B+,19,9,High
2024-04-01,North,B-,12,7,High
2024-04-01,North,AB+,28,5,High
2024-04-01,North,AB-,39,15,High
2024-04-01,North,O+,26,15,High
2024-04-01,North,O-,26,19,Medium
2024-04-01,South,A+,24,20,Medium
2024-04-01,South,A-,17,41,Low
2024-04-01,South,B+,13,37,Low
2024-04-01,South,B-,21,3,High
2024-04-01,South,AB+,24,21,Medium
2024-04-01,South,AB-,27,28,Low
2024-04-01,South,O+,30,40,Low
2024-04-01,South,O-,5,33,Low
2024-04-01,East,A+,37,12,High
2024-04-01,East,A-,30,17,High
2024-04-01,East,B+,19,16,Medium
2024-04-01,East,B-,35,17,High
2024-04-01,East,AB+,38,40,Low
2024-04-01,East,AB-,40,32,Medium
2024-04-01,East,O+,34,24,Medium
2024-04-01,East,O-,10,23,Low
2024-04-01,West,A+,17,30,Low
2024-04-01,West,A-,31,16,High
2024-04-01,West,B+,33,31,Medium
2024-04-01,West,B-,40,4,High
2024-04-01,West,AB+,28,11,High
2024-04-01,West,AB-,13,22,Low
2024-04-01,West,O+,5,34,Low
2024-04-01,West,O-,27,24,Medium
2024-04-01,Central,A+,19,29,Low
2024-04-01,Central,A-,32,28,Medium
2024-04-01,Central,B+,39,22,High
2024-04-01,Central,B-,25,40,Low
2024-04-01,Central,AB+,6,39,Low
2024-04-01,Central,AB-,7,11,Low
2024-04-01,Central,O+,14,24,Low
2024-04-01,Central,O-,30,27,Medium
2024-04-02,North,A+,18,28,Low
2024-04-02,North,A-,9,37,Low
2024-04-02,North,B+,29,15,High
2024-04-02,North,B-,35,9,High
2024-04-02,North,AB+,26,39,Low
2024-04-02,North,AB-,33,43,Low
2024-04-02,North,O+,24,8,High
2024-04-02,North,O-,15,9,High
2024-04-02,South,A+,40,14,High
2024-04-02,South,A-,7,41,Low
2024-04-02,South,B+,36,4,High
2024-04-02,South,B-,16,15,Medium
2024-04-02,South,AB+,9,27,Low
2024-04-02,South,AB-,23,16,High
2024-04-02,South,O+,19,21,Low
2024-04-02,South,O-,38,7,High
2024-04-02,East,A+,34,6,High
2024-04-02,East,A-,28,36,Low
2024-04-02,East,B+,5,13,Low
2024-04-02,East,B-,25,29,Low
2024-04-02,East,AB+,30,13,High
2024-04-02,East,AB-,12,11,Medium
2024-04-02,East,O+,39,29,Medium
2024-04-02,East,O-,35,7,High
2024-04-02,West,A+,29,16,High
2024-04-02,West,A-,13,16,Low
2024-04-02,West,B+,24,30,Low
2024-04-02,West,B-,35,13,High
2024-04-02,West,AB+,24,40,Low
2024-04-02,West,AB-,17,35,Low
2024-04-02,West,O+,34,20,High
2024-04-02,West,O-,17,3,High
2024-04-02,Central,A+,14,31,Low
2024-04-02,Central,A-,9,28,Low
2024-04-02,Central,B+,20,36,Low
2024-04-02,Central,B-,26,39,Low
2024-04-02,Central,AB+,36,32,Medium
2024-04-02,Central,AB-,34,39,Low
2024-04-02,Central,O+,7,8,Low
2024-04-02,Central,O-,23,44,Low
2024-04-03,North,A+,34,25,Medium
2024-04-03,North,A-,24,28,Low
2024-04-03,North,B+,16,29,Low
2024-04-03,North,B-,20,14,Medium
2024-04-03,North,AB+,32,32,Low
2024-04-03,North,AB-,29,45,Low
2024-04-03,North,O+,16,39,Low
2024-04-03,North,O-,11,28,Low
2024-04-03,South,A+,7,18,Low
2024-04-03,South,A-,15,20,Low
2024-04-03,South,B+,39,21,High
2024-04-03,South,B-,9,16,Low
2024-04-03,South,AB+,36,29,Medium
2024-04-03,South,AB-,40,10,High
2024-04-03,South,O+,28,7,High
2024-04-03,South,O-,11,35,Low
2024-04-03,East,A+,25,29,Low
2024-04-03,East,A-,33,13,High
2024-04-03,East,B+,21,16,Medium
2024-04-03,East,B-,37,5,High
2024-04-03,East,AB+,34,4,High
2024-04-03,East,AB-,9,43,Low
2024-04-03,East,O+,34,27,Medium
2024-04-03,East,O-,26,28,Low
2024-04-03,West,A+,17,28,Low
2024-04-03,West,A-,7,3,High
2024-04-03,West,B+,21,10,High
2024-04-03,West,B-,13,23,Low
2024-04-03,West,AB+,34,34,Low
2024-04-03,West,AB-,34,7,High
2024-04-03,West,O+,10,38,Low
2024-04-03,West,O-,20,31,Low
2024-04-03,Central,A+,13,33,Low
2024-04-03,Central,A-,22,13,High
2024-04-03,Central,B+,15,4,High
2024-04-03,Central,B-,11,14,Low
2024-04-03,Central,AB+,23,10,High
2024-04-03,Central,AB-,39,28,Medium
2024-04-03,Central,O+,15,7,High
2024-04-03,Central,O-,5,20,Low
2024-04-04,North,A+,14,31,Low
2024-04-04,North,A-,27,14,High
2024-04-04,North,B+,18,5,High
2024-04-04,North,B-,39,16,High
2024-04-04,North,AB+,33,6,High
2024-04-04,North,AB-,38,44,Low
2024-04-04,North,O+,11,27,Low
2024-04-04,North,O-,24,31,Low
2024-04-04,South,A+,8,41,Low
2024-04-04,South,A-,5,6,Low
2024-04-04,South,B+,29,15,High
2024-04-04,South,B-,20,26,Low
2024-04-04,South,AB+,20,15,Medium
2024-04-04,South,AB-,10,4,High
2024-04-04,South,O+,31,4,High
2024-04-04,South,O-,5,24,Low
2024-04-04,East,A+,17,45,Low
2024-04-04,East,A-,9,17,Low
2024-04-04,East,B+,11,45,Low
2024-04-04,East,B-,15,13,Medium
